,Key,Month,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize,count
463-2013-14-All Students-Net Cumulative-External-February,463-2013-14-All Students-Net Cumulative-External,February,463,2013-14,All Students,Net Cumulative,0.019457547,0.007828559,External,1696,33
463-2013-14-All Students-Entry-External-January,463-2013-14-All Students-Entry-External,January,463,2013-14,All Students,Entry,0.029481132,0.059567023,External,1696,50
463-2013-14-All Students-Withdrawal-External-January,463-2013-14-All Students-Withdrawal-External,January,463,2013-14,All Students,Withdrawal,0.012382075,0.050251476,External,1696,21
463-2013-14-All Students-Net Cumulative-External-January,463-2013-14-All Students-Net Cumulative-External,January,463,2013-14,All Students,Net Cumulative,0.017099056,0.009315548,External,1696,29
463-2013-14-All Students-Entry-External-March,463-2013-14-All Students-Entry-External,March,463,2013-14,All Students,Entry,0.044221699,0.077804506,External,1696,75
463-2013-14-All Students-Withdrawal-External-March,463-2013-14-All Students-Withdrawal-External,March,463,2013-14,All Students,Withdrawal,0.021226415,0.075092934,External,1696,36
463-2013-14-All Students-Net Cumulative-External-March,463-2013-14-All Students-Net Cumulative-External,March,463,2013-14,All Students,Net Cumulative,0.022995284,0.002711568,External,1696,39
463-2013-14-All Students-Entry-External-May,463-2013-14-All Students-Entry-External,May,463,2013-14,All Students,Entry,0.054834906,0.09026897,External,1696,93
463-2013-14-All Students-Withdrawal-External-May,463-2013-14-All Students-Withdrawal-External,May,463,2013-14,All Students,Withdrawal,0.027712265,0.103476927,External,1696,47
463-2013-14-All Students-Net Cumulative-External-May,463-2013-14-All Students-Net Cumulative-External,May,463,2013-14,All Students,Net Cumulative,0.027122641,-0.01320796,External,1696,46
463-2013-14-All Students-Entry-External-November,463-2013-14-All Students-Entry-External,November,463,2013-14,All Students,Entry,0.010023585,0.041766893,External,1696,17
463-2013-14-All Students-Withdrawal-External-November,463-2013-14-All Students-Withdrawal-External,November,463,2013-14,All Students,Withdrawal,0.003537736,0.021473868,External,1696,6
463-2013-14-All Students-Net Cumulative-External-November,463-2013-14-All Students-Net Cumulative-External,November,463,2013-14,All Students,Net Cumulative,0.006485849,0.020293023,External,1696,11
463-2013-14-All Students-Entry-External-October,463-2013-14-All Students-Entry-External,October,463,2013-14,All Students,Entry,0.003537736,0.033326045,External,1696,6
463-2013-14-All Students-Withdrawal-External-October,463-2013-14-All Students-Withdrawal-External,October,463,2013-14,All Students,Withdrawal,0.001768868,0.009184343,External,1696,3
463-2013-14-All Students-Net Cumulative-External-October,463-2013-14-All Students-Net Cumulative-External,October,463,2013-14,All Students,Net Cumulative,0.001768868,0.024141701,External,1696,3
464-2013-14-All Students-Entry-External-April,464-2013-14-All Students-Entry-External,April,464,2013-14,All Students,Entry,0.125984251,0.085239448,External,762,96
464-2013-14-All Students-Withdrawal-External-April,464-2013-14-All Students-Withdrawal-External,April,464,2013-14,All Students,Withdrawal,0.087926507,0.085370652,External,762,67
464-2013-14-All Students-Net Cumulative-External-April,464-2013-14-All Students-Net Cumulative-External,April,464,2013-14,All Students,Net Cumulative,0.038057745,-0.000131205,External,762,29
464-2013-14-All Students-Entry-External-December,464-2013-14-All Students-Entry-External,December,464,2013-14,All Students,Entry,0.051181104,0.047802318,External,762,39
464-2013-14-All Students-Withdrawal-External-December,464-2013-14-All Students-Withdrawal-External,December,464,2013-14,All Students,Withdrawal,0.024934383,0.030089656,External,762,19
464-2013-14-All Students-Net Cumulative-External-December,464-2013-14-All Students-Net Cumulative-External,December,464,2013-14,All Students,Net Cumulative,0.026246719,0.017712662,External,762,20
464-2013-14-All Students-Entry-External-February,464-2013-14-All Students-Entry-External,February,464,2013-14,All Students,Entry,0.104986876,0.070413299,External,762,80
464-2013-14-All Students-Withdrawal-External-February,464-2013-14-All Students-Withdrawal-External,February,464,2013-14,All Students,Withdrawal,0.05905512,0.062584735,External,762,45
464-2013-14-All Students-Net Cumulative-External-February,464-2013-14-All Students-Net Cumulative-External,February,464,2013-14,All Students,Net Cumulative,0.04593176,0.007828559,External,762,35
464-2013-14-All Students-Entry-External-January,464-2013-14-All Students-Entry-External,January,464,2013-14,All Students,Entry,0.090551183,0.059567023,External,762,69
464-2013-14-All Students-Withdrawal-External-January,464-2013-14-All Students-Withdrawal-External,January,464,2013-14,All Students,Withdrawal,0.04199475,0.050251476,External,762,32
464-2013-14-All Students-Net Cumulative-External-January,464-2013-14-All Students-Net Cumulative-External,January,464,2013-14,All Students,Net Cumulative,0.048556432,0.009315548,External,762,37
464-2013-14-All Students-Entry-External-March,464-2013-14-All Students-Entry-External,March,464,2013-14,All Students,Entry,0.114173226,0.077804506,External,762,87
464-2013-14-All Students-Withdrawal-External-March,464-2013-14-All Students-Withdrawal-External,March,464,2013-14,All Students,Withdrawal,0.069553807,0.075092934,External,762,53
464-2013-14-All Students-Net Cumulative-External-March,464-2013-14-All Students-Net Cumulative-External,March,464,2013-14,All Students,Net Cumulative,0.044619422,0.002711568,External,762,34
464-2013-14-All Students-Entry-External-May,464-2013-14-All Students-Entry-External,May,464,2013-14,All Students,Entry,0.131233603,0.09026897,External,762,100
464-2013-14-All Students-Withdrawal-External-May,464-2013-14-All Students-Withdrawal-External,May,464,2013-14,All Students,Withdrawal,0.10104987,0.103476927,External,762,77
464-2013-14-All Students-Net Cumulative-External-May,464-2013-14-All Students-Net Cumulative-External,May,464,2013-14,All Students,Net Cumulative,0.030183727,-0.01320796,External,762,23
464-2013-14-All Students-Entry-External-November,464-2013-14-All Students-Entry-External,November,464,2013-14,All Students,Entry,0.035433073,0.041766893,External,762,27
464-2013-14-All Students-Withdrawal-External-November,464-2013-14-All Students-Withdrawal-External,November,464,2013-14,All Students,Withdrawal,0.019685039,0.021473868,External,762,15
464-2013-14-All Students-Net Cumulative-External-November,464-2013-14-All Students-Net Cumulative-External,November,464,2013-14,All Students,Net Cumulative,0.015748031,0.020293023,External,762,12
464-2013-14-All Students-Entry-External-October,464-2013-14-All Students-Entry-External,October,464,2013-14,All Students,Entry,0.020997375,0.033326045,External,762,16
464-2013-14-All Students-Withdrawal-External-October,464-2013-14-All Students-Withdrawal-External,October,464,2013-14,All Students,Withdrawal,0.007874016,0.009184343,External,762,6
464-2013-14-All Students-Net Cumulative-External-October,464-2013-14-All Students-Net Cumulative-External,October,464,2013-14,All Students,Net Cumulative,0.01312336,0.024141701,External,762,10
466-2013-14-All Students-Entry-External-April,466-2013-14-All Students-Entry-External,April,466,2013-14,All Students,Entry,0.010256411,0.085239448,External,585,6
466-2013-14-All Students-Withdrawal-External-April,466-2013-14-All Students-Withdrawal-External,April,466,2013-14,All Students,Withdrawal,0.034188036,0.085370652,External,585,20
466-2013-14-All Students-Net Cumulative-External-April,466-2013-14-All Students-Net Cumulative-External,April,466,2013-14,All Students,Net Cumulative,-0.023931624,-0.000131205,External,585,-14
466-2013-14-All Students-Entry-External-December,466-2013-14-All Students-Entry-External,December,466,2013-14,All Students,Entry,0.003418803,0.047802318,External,585,2
466-2013-14-All Students-Withdrawal-External-December,466-2013-14-All Students-Withdrawal-External,December,466,2013-14,All Students,Withdrawal,0.010256411,0.030089656,External,585,6
466-2013-14-All Students-Net Cumulative-External-December,466-2013-14-All Students-Net Cumulative-External,December,466,2013-14,All Students,Net Cumulative,-0.006837607,0.017712662,External,585,-4
466-2013-14-All Students-Entry-External-February,466-2013-14-All Students-Entry-External,February,466,2013-14,All Students,Entry,0.006837607,0.070413299,External,585,4
466-2013-14-All Students-Withdrawal-External-February,466-2013-14-All Students-Withdrawal-External,February,466,2013-14,All Students,Withdrawal,0.023931624,0.062584735,External,585,14
466-2013-14-All Students-Net Cumulative-External-February,466-2013-14-All Students-Net Cumulative-External,February,466,2013-14,All Students,Net Cumulative,-0.017094018,0.007828559,External,585,-10
466-2013-14-All Students-Entry-External-January,466-2013-14-All Students-Entry-External,January,466,2013-14,All Students,Entry,0.006837607,0.059567023,External,585,4
466-2013-14-All Students-Withdrawal-External-January,466-2013-14-All Students-Withdrawal-External,January,466,2013-14,All Students,Withdrawal,0.01880342,0.050251476,External,585,11
466-2013-14-All Students-Net Cumulative-External-January,466-2013-14-All Students-Net Cumulative-External,January,466,2013-14,All Students,Net Cumulative,-0.011965812,0.009315548,External,585,-7
466-2013-14-All Students-Entry-External-March,466-2013-14-All Students-Entry-External,March,466,2013-14,All Students,Entry,0.008547009,0.077804506,External,585,5
466-2013-14-All Students-Withdrawal-External-March,466-2013-14-All Students-Withdrawal-External,March,466,2013-14,All Students,Withdrawal,0.029059829,0.075092934,External,585,17
466-2013-14-All Students-Net Cumulative-External-March,466-2013-14-All Students-Net Cumulative-External,March,466,2013-14,All Students,Net Cumulative,-0.020512821,0.002711568,External,585,-12
466-2013-14-All Students-Entry-External-May,466-2013-14-All Students-Entry-External,May,466,2013-14,All Students,Entry,0.01880342,0.09026897,External,585,11
466-2013-14-All Students-Withdrawal-External-May,466-2013-14-All Students-Withdrawal-External,May,466,2013-14,All Students,Withdrawal,0.035897437,0.103476927,External,585,21
466-2013-14-All Students-Net Cumulative-External-May,466-2013-14-All Students-Net Cumulative-External,May,466,2013-14,All Students,Net Cumulative,-0.017094018,-0.01320796,External,585,-10
466-2013-14-All Students-Entry-External-November,466-2013-14-All Students-Entry-External,November,466,2013-14,All Students,Entry,0.001709402,0.041766893,External,585,1
466-2013-14-All Students-Withdrawal-External-November,466-2013-14-All Students-Withdrawal-External,November,466,2013-14,All Students,Withdrawal,0.003418803,0.021473868,External,585,2
466-2013-14-All Students-Net Cumulative-External-November,466-2013-14-All Students-Net Cumulative-External,November,466,2013-14,All Students,Net Cumulative,-0.001709402,0.020293023,External,585,-1
466-2013-14-All Students-Entry-External-October,466-2013-14-All Students-Entry-External,October,466,2013-14,All Students,Entry,0,0.033326045,External,585,0
466-2013-14-All Students-Withdrawal-External-October,466-2013-14-All Students-Withdrawal-External,October,466,2013-14,All Students,Withdrawal,0.001709402,0.009184343,External,585,1
466-2013-14-All Students-Net Cumulative-External-October,466-2013-14-All Students-Net Cumulative-External,October,466,2013-14,All Students,Net Cumulative,-0.001709402,0.024141701,External,585,-1
467-2013-14-All Students-Entry-External-April,467-2013-14-All Students-Entry-External,April,467,2013-14,All Students,Entry,0.11942675,0.085239448,External,628,75
467-2013-14-All Students-Withdrawal-External-April,467-2013-14-All Students-Withdrawal-External,April,467,2013-14,All Students,Withdrawal,0.10191083,0.085370652,External,628,64
467-2013-14-All Students-Net Cumulative-External-April,467-2013-14-All Students-Net Cumulative-External,April,467,2013-14,All Students,Net Cumulative,0.017515924,-0.000131205,External,628,11
467-2013-14-All Students-Entry-External-December,467-2013-14-All Students-Entry-External,December,467,2013-14,All Students,Entry,0.038216561,0.047802318,External,628,24
467-2013-14-All Students-Withdrawal-External-December,467-2013-14-All Students-Withdrawal-External,December,467,2013-14,All Students,Withdrawal,0.028662421,0.030089656,External,628,18
467-2013-14-All Students-Net Cumulative-External-December,467-2013-14-All Students-Net Cumulative-External,December,467,2013-14,All Students,Net Cumulative,0.00955414,0.017712662,External,628,6
467-2013-14-All Students-Entry-External-February,467-2013-14-All Students-Entry-External,February,467,2013-14,All Students,Entry,0.089171976,0.070413299,External,628,56
467-2013-14-All Students-Withdrawal-External-February,467-2013-14-All Students-Withdrawal-External,February,467,2013-14,All Students,Withdrawal,0.071656048,0.062584735,External,628,45
467-2013-14-All Students-Net Cumulative-External-February,467-2013-14-All Students-Net Cumulative-External,February,467,2013-14,All Students,Net Cumulative,0.017515924,0.007828559,External,628,11
