Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize,count
336-2013-14-All Students-Entry-External,336,2013-14,All Students,Entry,0.011627907,0.019903148,November,External,258,3
336-2013-14-All Students-Withdrawal-External,336,2013-14,All Students,Withdrawal,0.011627907,0.018505268,November,External,258,3
336-2013-14-All Students-Net Cumulative-External,336,2013-14,All Students,Net Cumulative,0,0.00139788,November,External,258,0
336-2013-14-All Students-Entry-External,336,2013-14,All Students,Entry,0.003875969,0.013379707,October,External,258,1
336-2013-14-All Students-Withdrawal-External,336,2013-14,All Students,Withdrawal,0,0.010983342,October,External,258,0
336-2013-14-All Students-Net Cumulative-External,336,2013-14,All Students,Net Cumulative,0.003875969,0.002396366,October,External,258,1
338-2013-14-All Students-Entry-External,338,2013-14,All Students,Entry,0.093922652,0.050190546,April,External,362,34
338-2013-14-All Students-Withdrawal-External,338,2013-14,All Students,Withdrawal,0.066298343,0.054866787,April,External,362,24
338-2013-14-All Students-Net Cumulative-External,338,2013-14,All Students,Net Cumulative,0.027624309,-0.004676241,April,External,362,10
338-2013-14-All Students-Entry-External,338,2013-14,All Students,Entry,0.024861878,0.024213277,December,External,362,9
338-2013-14-All Students-Withdrawal-External,338,2013-14,All Students,Withdrawal,0.024861878,0.025095273,December,External,362,9
338-2013-14-All Students-Net Cumulative-External,338,2013-14,All Students,Net Cumulative,0,-0.000881996,December,External,362,0
338-2013-14-All Students-Entry-External,338,2013-14,All Students,Entry,0.055248618,0.038325205,February,External,362,20
338-2013-14-All Students-Withdrawal-External,338,2013-14,All Students,Withdrawal,0.044198897,0.040355463,February,External,362,16
338-2013-14-All Students-Net Cumulative-External,338,2013-14,All Students,Net Cumulative,0.011049724,-0.002030254,February,External,362,4
338-2013-14-All Students-Entry-External,338,2013-14,All Students,Entry,0.046961326,0.032417499,January,External,362,17
338-2013-14-All Students-Withdrawal-External,338,2013-14,All Students,Withdrawal,0.041436464,0.033366062,January,External,362,15
338-2013-14-All Students-Net Cumulative-External,338,2013-14,All Students,Net Cumulative,0.005524862,-0.000948561,January,External,362,2
338-2013-14-All Students-Entry-External,338,2013-14,All Students,Entry,0.077348068,0.044232912,March,External,362,28
338-2013-14-All Students-Withdrawal-External,338,2013-14,All Students,Withdrawal,0.055248618,0.047411427,March,External,362,20
338-2013-14-All Students-Net Cumulative-External,338,2013-14,All Students,Net Cumulative,0.022099448,-0.003178513,March,External,362,8
338-2013-14-All Students-Entry-External,338,2013-14,All Students,Entry,0.096685082,0.05516633,May,External,362,35
338-2013-14-All Students-Withdrawal-External,338,2013-14,All Students,Withdrawal,0.074585639,0.059193555,May,External,362,27
338-2013-14-All Students-Net Cumulative-External,338,2013-14,All Students,Net Cumulative,0.022099448,-0.004027226,May,External,362,8
338-2013-14-All Students-Entry-External,338,2013-14,All Students,Entry,0.022099448,0.019903148,November,External,362,8
338-2013-14-All Students-Withdrawal-External,338,2013-14,All Students,Withdrawal,0.008287293,0.018505268,November,External,362,3
338-2013-14-All Students-Net Cumulative-External,338,2013-14,All Students,Net Cumulative,0.013812155,0.00139788,November,External,362,5
338-2013-14-All Students-Entry-External,338,2013-14,All Students,Entry,0.016574586,0.013379707,October,External,362,6
338-2013-14-All Students-Withdrawal-External,338,2013-14,All Students,Withdrawal,0.005524862,0.010983342,October,External,362,2
338-2013-14-All Students-Net Cumulative-External,338,2013-14,All Students,Net Cumulative,0.011049724,0.002396366,October,External,362,4
339-2013-14-All Students-Entry-External,339,2013-14,All Students,Entry,0.069284067,0.047614966,April,External,433,30
339-2013-14-All Students-Withdrawal-External,339,2013-14,All Students,Withdrawal,0.08314088,0.052543607,April,External,433,36
339-2013-14-All Students-Net Cumulative-External,339,2013-14,All Students,Net Cumulative,-0.013856813,-0.004928642,April,External,433,-6
339-2013-14-All Students-Entry-External,339,2013-14,All Students,Entry,0.04157044,0.02346462,December,External,433,18
339-2013-14-All Students-Withdrawal-External,339,2013-14,All Students,Withdrawal,0.030023094,0.02577894,December,External,433,13
339-2013-14-All Students-Net Cumulative-External,339,2013-14,All Students,Net Cumulative,0.011547344,-0.002314319,December,External,433,5
339-2013-14-All Students-Entry-External,339,2013-14,All Students,Entry,0.060046189,0.0368791,February,External,433,26
339-2013-14-All Students-Withdrawal-External,339,2013-14,All Students,Withdrawal,0.069284067,0.040672008,February,External,433,30
339-2013-14-All Students-Net Cumulative-External,339,2013-14,All Students,Net Cumulative,-0.009237875,-0.003792911,February,External,433,-4
339-2013-14-All Students-Entry-External,339,2013-14,All Students,Entry,0.053117782,0.031586166,January,External,433,23
339-2013-14-All Students-Withdrawal-External,339,2013-14,All Students,Withdrawal,0.04157044,0.034071915,January,External,433,18
339-2013-14-All Students-Net Cumulative-External,339,2013-14,All Students,Net Cumulative,0.011547344,-0.00248575,January,External,433,5
339-2013-14-All Students-Entry-External,339,2013-14,All Students,Entry,0.06235566,0.041829169,March,External,433,27
339-2013-14-All Students-Withdrawal-External,339,2013-14,All Students,Withdrawal,0.07159353,0.047057815,March,External,433,31
339-2013-14-All Students-Net Cumulative-External,339,2013-14,All Students,Net Cumulative,-0.009237875,-0.005228646,March,External,433,-4
339-2013-14-All Students-Entry-External,339,2013-14,All Students,Entry,0.078521937,0.052072171,May,External,433,34
339-2013-14-All Students-Withdrawal-External,339,2013-14,All Students,Withdrawal,0.085450344,0.056165088,May,External,433,37
339-2013-14-All Students-Net Cumulative-External,339,2013-14,All Students,Net Cumulative,-0.006928407,-0.004092915,May,External,433,-3
339-2013-14-All Students-Entry-External,339,2013-14,All Students,Entry,0.032332562,0.01965028,November,External,433,14
339-2013-14-All Students-Withdrawal-External,339,2013-14,All Students,Withdrawal,0.016166281,0.019071702,November,External,433,7
339-2013-14-All Students-Net Cumulative-External,339,2013-14,All Students,Net Cumulative,0.016166281,0.00057858,November,External,433,7
339-2013-14-All Students-Entry-External,339,2013-14,All Students,Entry,0.016166281,0.013221618,October,External,433,7
339-2013-14-All Students-Withdrawal-External,339,2013-14,All Students,Withdrawal,0.013856813,0.011743025,October,External,433,6
339-2013-14-All Students-Net Cumulative-External,339,2013-14,All Students,Net Cumulative,0.002309469,0.001478593,October,External,433,1
344-2013-14-All Students-Entry-External,344,2013-14,All Students,Entry,0.068292685,0.047614966,April,External,410,28
344-2013-14-All Students-Withdrawal-External,344,2013-14,All Students,Withdrawal,0.092682928,0.052543607,April,External,410,38
344-2013-14-All Students-Net Cumulative-External,344,2013-14,All Students,Net Cumulative,-0.024390243,-0.004928642,April,External,410,-10
344-2013-14-All Students-Entry-External,344,2013-14,All Students,Entry,0.021951219,0.02346462,December,External,410,9
344-2013-14-All Students-Withdrawal-External,344,2013-14,All Students,Withdrawal,0.048780486,0.02577894,December,External,410,20
344-2013-14-All Students-Net Cumulative-External,344,2013-14,All Students,Net Cumulative,-0.026829269,-0.002314319,December,External,410,-11
344-2013-14-All Students-Entry-External,344,2013-14,All Students,Entry,0.051219512,0.0368791,February,External,410,21
344-2013-14-All Students-Withdrawal-External,344,2013-14,All Students,Withdrawal,0.082926832,0.040672008,February,External,410,34
344-2013-14-All Students-Net Cumulative-External,344,2013-14,All Students,Net Cumulative,-0.031707317,-0.003792911,February,External,410,-13
344-2013-14-All Students-Entry-External,344,2013-14,All Students,Entry,0.031707317,0.031586166,January,External,410,13
344-2013-14-All Students-Withdrawal-External,344,2013-14,All Students,Withdrawal,0.068292685,0.034071915,January,External,410,28
344-2013-14-All Students-Net Cumulative-External,344,2013-14,All Students,Net Cumulative,-0.036585364,-0.00248575,January,External,410,-15
344-2013-14-All Students-Entry-External,344,2013-14,All Students,Entry,0.058536585,0.041829169,March,External,410,24
344-2013-14-All Students-Withdrawal-External,344,2013-14,All Students,Withdrawal,0.085365854,0.047057815,March,External,410,35
344-2013-14-All Students-Net Cumulative-External,344,2013-14,All Students,Net Cumulative,-0.026829269,-0.005228646,March,External,410,-11
344-2013-14-All Students-Entry-External,344,2013-14,All Students,Entry,0.068292685,0.052072171,May,External,410,28
344-2013-14-All Students-Withdrawal-External,344,2013-14,All Students,Withdrawal,0.09512195,0.056165088,May,External,410,39
344-2013-14-All Students-Net Cumulative-External,344,2013-14,All Students,Net Cumulative,-0.026829269,-0.004092915,May,External,410,-11
344-2013-14-All Students-Entry-External,344,2013-14,All Students,Entry,0.012195121,0.01965028,November,External,410,5
344-2013-14-All Students-Withdrawal-External,344,2013-14,All Students,Withdrawal,0.043902438,0.019071702,November,External,410,18
344-2013-14-All Students-Net Cumulative-External,344,2013-14,All Students,Net Cumulative,-0.031707317,0.00057858,November,External,410,-13
344-2013-14-All Students-Entry-External,344,2013-14,All Students,Entry,0.002439024,0.013221618,October,External,410,1
344-2013-14-All Students-Withdrawal-External,344,2013-14,All Students,Withdrawal,0.024390243,0.011743025,October,External,410,10
344-2013-14-All Students-Net Cumulative-External,344,2013-14,All Students,Net Cumulative,-0.021951219,0.001478593,October,External,410,-9
346-2013-14-All Students-Entry-External,346,2013-14,All Students,Entry,0.084337346,0.050190546,April,External,249,21
346-2013-14-All Students-Withdrawal-External,346,2013-14,All Students,Withdrawal,0.040160641,0.054866787,April,External,249,10
346-2013-14-All Students-Net Cumulative-External,346,2013-14,All Students,Net Cumulative,0.044176705,-0.004676241,April,External,249,11
346-2013-14-All Students-Entry-External,346,2013-14,All Students,Entry,0.020080321,0.024213277,December,External,249,5
346-2013-14-All Students-Withdrawal-External,346,2013-14,All Students,Withdrawal,0.028112451,0.025095273,December,External,249,7
346-2013-14-All Students-Net Cumulative-External,346,2013-14,All Students,Net Cumulative,-0.008032128,-0.000881996,December,External,249,-2
346-2013-14-All Students-Entry-External,346,2013-14,All Students,Entry,0.072289154,0.038325205,February,External,249,18
346-2013-14-All Students-Withdrawal-External,346,2013-14,All Students,Withdrawal,0.032128513,0.040355463,February,External,249,8
346-2013-14-All Students-Net Cumulative-External,346,2013-14,All Students,Net Cumulative,0.040160641,-0.002030254,February,External,249,10
346-2013-14-All Students-Entry-External,346,2013-14,All Students,Entry,0.048192769,0.032417499,January,External,249,12
346-2013-14-All Students-Withdrawal-External,346,2013-14,All Students,Withdrawal,0.032128513,0.033366062,January,External,249,8
346-2013-14-All Students-Net Cumulative-External,346,2013-14,All Students,Net Cumulative,0.016064256,-0.000948561,January,External,249,4
346-2013-14-All Students-Entry-External,346,2013-14,All Students,Entry,0.080321282,0.044232912,March,External,249,20
346-2013-14-All Students-Withdrawal-External,346,2013-14,All Students,Withdrawal,0.040160641,0.047411427,March,External,249,10
346-2013-14-All Students-Net Cumulative-External,346,2013-14,All Students,Net Cumulative,0.040160641,-0.003178513,March,External,249,10
346-2013-14-All Students-Entry-External,346,2013-14,All Students,Entry,0.092369474,0.05516633,May,External,249,23
346-2013-14-All Students-Withdrawal-External,346,2013-14,All Students,Withdrawal,0.040160641,0.059193555,May,External,249,10
346-2013-14-All Students-Net Cumulative-External,346,2013-14,All Students,Net Cumulative,0.052208837,-0.004027226,May,External,249,13
346-2013-14-All Students-Entry-External,346,2013-14,All Students,Entry,0.004016064,0.019903148,November,External,249,1
346-2013-14-All Students-Withdrawal-External,346,2013-14,All Students,Withdrawal,0.016064256,0.018505268,November,External,249,4
346-2013-14-All Students-Net Cumulative-External,346,2013-14,All Students,Net Cumulative,-0.012048192,0.00139788,November,External,249,-3
360-2013-14-All Students-Entry-External,360,2013-14,All Students,Entry,0.020833334,0.047947083,April,External,288,6
360-2013-14-All Students-Withdrawal-External,360,2013-14,All Students,Withdrawal,0.038194444,0.052624367,April,External,288,11
360-2013-14-All Students-Net Cumulative-External,360,2013-14,All Students,Net Cumulative,-0.017361112,-0.004677287,April,External,288,-5
360-2013-14-All Students-Entry-External,360,2013-14,All Students,Entry,0.003472222,0.023503855,December,External,288,1
360-2013-14-All Students-Withdrawal-External,360,2013-14,All Students,Withdrawal,0.010416667,0.025656581,December,External,288,3
360-2013-14-All Students-Net Cumulative-External,360,2013-14,All Students,Net Cumulative,-0.006944444,-0.002152726,December,External,288,-2
360-2013-14-All Students-Entry-External,360,2013-14,All Students,Entry,0.010416667,0.036929037,February,External,288,3
360-2013-14-All Students-Withdrawal-External,360,2013-14,All Students,Withdrawal,0.03125,0.040608242,February,External,288,9
360-2013-14-All Students-Net Cumulative-External,360,2013-14,All Students,Net Cumulative,-0.020833334,-0.003679205,February,External,288,-6
360-2013-14-All Students-Entry-External,360,2013-14,All Students,Entry,0.006944444,0.031488512,January,External,288,2
360-2013-14-All Students-Withdrawal-External,360,2013-14,All Students,Withdrawal,0.024305556,0.033817369,January,External,288,7
